Customer Id,Customer Fname,Customer Lname,Customer Segment,Customer Country,Customer State,Customer Zipcode
5745,Mary,Rodriguez,Corporate,EE. UU.,NY,11385.0
3195,Mary,Smith,Corporate,EE. UU.,CA,95020.0
2923,Mary,Smith,Corporate,EE. UU.,IL,60050.0
5790,Mary,Young,Corporate,EE. UU.,CA,94536.0
1608,Michael,Smith,Corporate,EE. UU.,FL,33324.0
7597,Catherine,Smith,Corporate,EE. UU.,CA,90723.0
18675,Veronica,Bond,Corporate,EE. UU.,CA,95076.0
15602,Alea,Herring,Corporate,EE. UU.,FL,33313.0
15526,Doris,Barr,Corporate,EE. UU.,CT,6457.0
9932,Wayne,Smith,Corporate,EE. UU.,IL,60622.0
15396,Joelle,Winters,Corporate,EE. UU.,CT,6040.0
5520,Virginia,Smith,Corporate,EE. UU.,CA,90706.0
10484,Gregory,Carroll,Corporate,EE. UU.,IL,60506.0
8325,Donald,Smith,Corporate,EE. UU.,NY,11218.0
835,Gloria,Smith,Corporate,EE. UU.,CA,92071.0
2528,Mary,Acevedo,Corporate,EE. UU.,MI,48858.0
8207,Charles,Jordan,Corporate,EE. UU.,MN,55106.0
6724,Benjamin,Smith,Corporate,EE. UU.,IL,60641.0
10508,Angela,Meadows,Corporate,EE. UU.,CA,90011.0
5471,Donald,Smith,Corporate,EE. UU.,AZ,85281.0
2484,Sarah,Smith,Corporate,EE. UU.,NC,27502.0
6512,Rachel,Burke,Corporate,EE. UU.,TX,78572.0
5202,Mary,Smith,Corporate,EE. UU.,CA,92392.0
9491,John,Smith,Corporate,EE. UU.,CA,90024.0
17136,Jessica,Mercado,Corporate,EE. UU.,CO,80010.0
17172,Veronica,Holmes,Corporate,EE. UU.,MI,48823.0
15192,Kameko,Duffy,Corporate,EE. UU.,CA,93304.0
18620,Dakota,Copeland,Corporate,EE. UU.,CO,80906.0
15203,Yuri,Watkins,Corporate,EE. UU.,NY,14580.0
15257,Carolyn,Robinson,Corporate,EE. UU.,CA,92703.0
17754,Stacey,Jimenez,Corporate,EE. UU.,CA,90004.0
18616,Meghan,Boyer,Corporate,EE. UU.,NJ,7305.0
20067,Simone,Sweeney,Corporate,EE. UU.,GA,30281.0
15216,Sacha,Elliott,Corporate,EE. UU.,FL,32308.0
5210,Thomas,Kelly,Corporate,EE. UU.,CA,95112.0
12060,Mary,Robinson,Corporate,EE. UU.,TX,78223.0
5523,Mary,Krueger,Corporate,EE. UU.,NY,11203.0
12206,Mary,Jackson,Corporate,EE. UU.,NY,10003.0
11898,Debra,Smith,Corporate,EE. UU.,NC,27330.0
3266,Mary,Salinas,Corporate,EE. UU.,IL,60649.0
2219,Mary,Chung,Corporate,EE. UU.,CA,90247.0
6926,Ashley,Powell,Consumer,EE. UU.,TX,78550.0
10865,Albert,Contreras,Consumer,EE. UU.,GA,30022.0
11574,Mary,Guzman,Consumer,EE. UU.,MO,63129.0
7636,Elizabeth,Smith,Consumer,EE. UU.,NY,10031.0
9240,Janice,Brown,Consumer,EE. UU.,CA,92009.0
7066,Emma,Mcclain,Consumer,EE. UU.,CA,93702.0
9476,Linda,Hoffman,Consumer,EE. UU.,IL,60148.0
8177,Janet,Parker,Consumer,EE. UU.,AZ,85009.0
12426,Jordan,Valdez,Consumer,EE. UU.,NY,11210.0
10278,Mary,Farrell,Consumer,EE. UU.,CA,90011.0
11716,Robert,Jones,Consumer,EE. UU.,UT,84010.0
5585,Mary,Wilson,Consumer,EE. UU.,CA,92553.0
3529,Victoria,Weaver,Consumer,EE. UU.,NY,13760.0
6521,Mary,Hanson,Consumer,EE. UU.,OH,45601.0
8709,Mary,Smith,Consumer,EE. UU.,CA,94501.0
4829,Mary,Smith,Consumer,EE. UU.,CA,94087.0
1611,Jennifer,Smith,Consumer,EE. UU.,CA,93306.0
4278,Andrew,Smith,Consumer,EE. UU.,LA,70570.0
7271,Karen,Barber,Consumer,EE. UU.,CT,6902.0
9305,Mary,Evans,Consumer,EE. UU.,MO,63033.0
9017,Anna,Kelly,Consumer,EE. UU.,NY,12180.0
7712,Hannah,Smith,Consumer,EE. UU.,NY,11385.0
7845,Walter,Marshall,Consumer,EE. UU.,CA,91762.0
411,Mary,Smith,Consumer,EE. UU.,DC,20009.0
5983,Mary,Anderson,Consumer,EE. UU.,NY,10031.0
10442,Mary,Hall,Consumer,EE. UU.,IL,62301.0
810,Mary,Smith,Consumer,EE. UU.,NV,89110.0
5265,Sarah,Rogers,Consumer,EE. UU.,CA,90011.0
329,Samantha,Higgins,Consumer,EE. UU.,FL,33125.0
8513,Alexander,Harris,Consumer,EE. UU.,LA,70117.0
2687,Kelly,Smith,Consumer,EE. UU.,NY,11226.0
6006,Mary,Smith,Consumer,EE. UU.,PA,17602.0
4840,Mary,Marshall,Consumer,EE. UU.,TX,75061.0
3787,Kevin,Vang,Consumer,EE. UU.,MO,65203.0
5458,Harold,Smith,Consumer,EE. UU.,MO,63031.0
8005,Robert,Lambert,Consumer,EE. UU.,NY,11230.0
9383,Charles,Smith,Consumer,EE. UU.,FL,33176.0
10462,Carolyn,Smith,Consumer,EE. UU.,IN,47906.0
8618,Joan,Trujillo,Consumer,EE. UU.,IN,47150.0
10052,Mary,Aguilar,Consumer,EE. UU.,MI,48098.0
9942,Lisa,Moore,Consumer,EE. UU.,TN,38128.0
8350,Mary,Bennett,Consumer,EE. UU.,CA,95076.0
9587,Robert,Hawkins,Consumer,EE. UU.,PA,19382.0
5359,Raymond,Wu,Consumer,EE. UU.,MD,21401.0
10481,Nicole,Baker,Consumer,EE. UU.,NY,14850.0
10592,Ethan,Smith,Consumer,EE. UU.,IL,60616.0
4965,Mary,Gutierrez,Consumer,EE. UU.,CA,95051.0
1048,Frances,Terrell,Consumer,EE. UU.,NY,11746.0
11277,Nicole,Gordon,Consumer,EE. UU.,NY,11229.0
10601,Patrick,Mayo,Consumer,EE. UU.,CA,91789.0
7432,Betty,Smith,Consumer,EE. UU.,OH,43229.0
6500,Joyce,Leblanc,Consumer,EE. UU.,TX,75149.0
4094,Judith,Smith,Consumer,EE. UU.,NJ,8021.0
11435,Amber,Smith,Consumer,EE. UU.,FL,33015.0
7366,William,Ellison,Consumer,EE. UU.,SC,29223.0
7442,Brenda,Evans,Consumer,EE. UU.,TX,76201.0
4407,Mary,Ward,Consumer,EE. UU.,ND,58501.0
1124,Katherine,Cain,Consumer,EE. UU.,IL,62040.0
9761,Helen,Smith,Consumer,EE. UU.,TX,78521.0
8885,Mary,Smith,Consumer,EE. UU.,GA,30281.0
2476,Gerald,Smith,Consumer,EE. UU.,LA,70117.0
2600,Deborah,Smith,Consumer,EE. UU.,CA,94544.0
11211,Mary,Yu,Consumer,EE. UU.,NY,10032.0
2867,Wayne,Woods,Consumer,EE. UU.,CA,91405.0
8120,Stephanie,Perry,Consumer,EE. UU.,OH,45140.0
8192,Kathryn,Marshall,Consumer,EE. UU.,TX,77093.0
7744,Kathleen,Kelley,Consumer,EE. UU.,CA,92840.0
7935,Mary,Williams,Consumer,EE. UU.,RI,2860.0
9124,Donald,Wheeler,Consumer,EE. UU.,CA,92592.0
2811,Thomas,Smith,Consumer,EE. UU.,IL,60477.0
5645,Mary,Villegas,Consumer,EE. UU.,CA,93033.0
6086,Mary,Hutchinson,Consumer,EE. UU.,FL,33064.0
1659,Mary,Smith,Consumer,EE. UU.,TX,78596.0
2943,Crystal,Edwards,Consumer,EE. UU.,UT,84118.0
6580,Anthony,Dorsey,Consumer,EE. UU.,AZ,85281.0
11955,William,Smith,Consumer,EE. UU.,MI,48126.0
2611,Nicholas,Hood,Consumer,EE. UU.,NY,11419.0
4159,Mary,Castillo,Consumer,EE. UU.,TX,78040.0
5829,Mary,Smith,Consumer,EE. UU.,TX,77015.0
11575,William,Smith,Consumer,EE. UU.,WI,53511.0
4795,Mary,Smith,Consumer,EE. UU.,ND,58103.0
719,Mary,Hughes,Consumer,EE. UU.,AZ,85746.0
7916,Mary,Richardson,Consumer,EE. UU.,PA,17603.0
1436,Sarah,Smith,Consumer,EE. UU.,TX,75067.0
1775,Sharon,Hernandez,Consumer,EE. UU.,VA,23464.0
2733,David,Smith,Consumer,EE. UU.,IL,60647.0
2337,Mary,Smith,Consumer,EE. UU.,TX,79924.0
5153,Evelyn,Smith,Consumer,EE. UU.,PA,19140.0
799,Danielle,Smith,Consumer,EE. UU.,FL,33065.0
6060,Michael,Smith,Consumer,EE. UU.,CA,92129.0
7298,Mary,Barnes,Consumer,EE. UU.,IL,60453.0
5978,Lauren,Smith,Consumer,EE. UU.,MA,2124.0
4221,Robert,Smith,Consumer,EE. UU.,CA,90003.0
827,Tyler,Smith,Consumer,EE. UU.,NY,10031.0
7758,Joyce,Howe,Consumer,EE. UU.,VA,22192.0
3180,Raymond,Smith,Consumer,EE. UU.,CA,92507.0
7775,Amy,Le,Consumer,EE. UU.,MD,21222.0
5554,Hannah,Ferguson,Consumer,EE. UU.,NM,87124.0
2633,Matthew,Figueroa,Consumer,EE. UU.,NV,89123.0
5324,Mary,Patterson,Consumer,EE. UU.,TX,77015.0
4787,Brian,Smith,Consumer,EE. UU.,NJ,7960.0
8424,Robert,Smith,Consumer,EE. UU.,AZ,85364.0
6768,Catherine,Smith,Consumer,EE. UU.,CA,92653.0
2449,Mary,Burke,Consumer,EE. UU.,IL,60123.0
4228,Michael,Jennings,Consumer,EE. UU.,MI,48224.0
3404,Billy,Thompson,Consumer,EE. UU.,TX,77840.0
10194,Bobby,Walker,Consumer,EE. UU.,NY,13440.0
3708,Judy,Miller,Consumer,EE. UU.,OH,43081.0
4181,Aaron,Hudson,Consumer,EE. UU.,CA,93003.0
10713,Mary,Prince,Consumer,EE. UU.,AZ,85301.0
3685,Mary,Watson,Consumer,EE. UU.,NC,27502.0
7623,Matthew,Smith,Consumer,EE. UU.,TX,78250.0
11453,Mary,Smith,Consumer,EE. UU.,NM,88201.0
3201,Kathleen,Smith,Consumer,EE. UU.,NY,11375.0
3785,Brian,Smith,Consumer,EE. UU.,NV,89110.0
705,Timothy,Smith,Consumer,EE. UU.,GA,30331.0
9149,Ronald,Whitehead,Consumer,EE. UU.,CA,92705.0
11369,Mary,Rodriguez,Consumer,EE. UU.,PA,15642.0
5770,Brandon,Johnson,Consumer,EE. UU.,CA,93611.0
455,Jeffrey,Smith,Consumer,EE. UU.,CO,80918.0
4600,Roger,Barron,Consumer,EE. UU.,IN,46307.0
11505,Michael,Schultz,Consumer,EE. UU.,CA,93306.0
3813,Andrew,Smith,Consumer,EE. UU.,NY,11201.0
8084,Mary,Smith,Consumer,EE. UU.,TX,77036.0
1524,Nathan,Walker,Consumer,EE. UU.,CA,90638.0
10122,Mary,Watson,Consumer,EE. UU.,CA,93905.0
8003,Diane,Zimmerman,Consumer,EE. UU.,TX,79912.0
1407,Olivia,White,Consumer,EE. UU.,NY,10452.0
10424,Beverly,Smith,Consumer,EE. UU.,PA,19149.0
4624,Kenneth,Matthews,Consumer,EE. UU.,OK,73505.0
838,Mary,Smith,Consumer,EE. UU.,IL,60477.0
10241,Patricia,Kidd,Consumer,EE. UU.,KY,40214.0
10062,Judith,Smith,Consumer,EE. UU.,IL,60004.0
2302,Elizabeth,Lopez,Consumer,EE. UU.,CA,93306.0
7448,Lauren,Smith,Consumer,EE. UU.,NC,27502.0
4931,Arthur,Smith,Consumer,EE. UU.,FL,33624.0
1426,Mary,Conner,Consumer,EE. UU.,CA,90813.0
11914,William,Collins,Consumer,EE. UU.,CO,80906.0
256,David,Rodriguez,Consumer,EE. UU.,IL,60625.0
4090,Mary,Middleton,Consumer,EE. UU.,NY,11210.0
7852,Mary,Greene,Consumer,EE. UU.,CA,94109.0
5300,Joseph,Smith,Consumer,EE. UU.,FL,32822.0
7562,Thomas,Hayes,Consumer,EE. UU.,CA,92026.0
1543,Mary,Smith,Consumer,EE. UU.,NC,28314.0
3873,Stephanie,Hunter,Consumer,EE. UU.,NY,10463.0
10739,Doris,Nguyen,Consumer,EE. UU.,CO,80631.0
2223,Sharon,Hoffman,Consumer,EE. UU.,VA,23452.0
5877,Mary,Patel,Consumer,EE. UU.,AZ,85282.0
11585,Mary,Smith,Consumer,EE. UU.,IL,60641.0
8588,Ronald,Smith,Consumer,EE. UU.,UT,84120.0
3090,Mary,Smith,Consumer,EE. UU.,CT,6457.0
1049,Mary,Smith,Consumer,EE. UU.,DC,20009.0
7342,Julia,Hicks,Consumer,EE. UU.,CO,80631.0
7829,Raymond,Smith,Consumer,EE. UU.,CT,6460.0
7123,Carl,Smith,Consumer,EE. UU.,ID,83642.0
4592,Mary,Sanchez,Consumer,EE. UU.,IL,60103.0
4377,Mary,Chang,Consumer,EE. UU.,TN,37130.0
4529,Steven,Morgan,Consumer,EE. UU.,NY,10467.0
2758,Kimberly,Perez,Consumer,EE. UU.,AZ,85009.0
9819,Crystal,Smith,Consumer,EE. UU.,CA,95206.0
6583,Heather,Ibarra,Consumer,EE. UU.,IL,61265.0
7544,Barbara,Smith,Consumer,EE. UU.,MI,48238.0
5487,Eugene,Rogers,Consumer,EE. UU.,IL,60630.0
1528,Anthony,Smith,Consumer,EE. UU.,NV,89502.0
11218,Louis,Novak,Consumer,EE. UU.,TN,37130.0
4752,Mary,Smith,Consumer,EE. UU.,NJ,7055.0
1295,Theresa,Lopez,Consumer,EE. UU.,CA,91306.0
9753,Jonathan,Johnson,Consumer,EE. UU.,IN,47150.0
4846,Mary,Lambert,Consumer,EE. UU.,NY,14215.0
6892,Robert,Kramer,Consumer,EE. UU.,CA,93308.0
6470,Douglas,Smith,Consumer,EE. UU.,MA,2151.0
12164,Robert,Hawkins,Consumer,EE. UU.,CA,90016.0
3543,Matthew,Rasmussen,Consumer,EE. UU.,CA,91335.0
2520,Gregory,Buck,Consumer,EE. UU.,RI,2895.0
9692,Carolyn,Price,Consumer,EE. UU.,TX,78046.0
8047,Gary,Smith,Consumer,EE. UU.,CA,95116.0
3710,Ashley,Smith,Consumer,EE. UU.,MO,65807.0
7293,Mary,Ryan,Consumer,EE. UU.,SC,29720.0
3319,Adam,Prince,Consumer,EE. UU.,NY,10016.0
6880,Brenda,Smith,Consumer,EE. UU.,VA,22003.0
5989,Kathleen,Becker,Consumer,EE. UU.,NY,11235.0
11855,Mary,Small,Consumer,EE. UU.,OH,43228.0
10012,Robert,Montoya,Consumer,EE. UU.,WA,98037.0
10589,Mary,Smith,Consumer,EE. UU.,NY,11756.0
7183,Anna,Smith,Consumer,EE. UU.,CA,91745.0
4850,Mary,Smith,Consumer,EE. UU.,NJ,7470.0
6325,Victoria,Smith,Consumer,EE. UU.,OH,43701.0
1793,Mary,Burke,Consumer,EE. UU.,IL,60025.0
5974,Harold,Weiss,Consumer,EE. UU.,TX,78501.0
6441,Mary,Harris,Consumer,EE. UU.,LA,70003.0
76,Joseph,Young,Consumer,EE. UU.,CA,90016.0
9179,Mary,Pearson,Consumer,EE. UU.,NY,11374.0
5928,Janice,Chavez,Consumer,EE. UU.,CA,93033.0
4548,Ruth,Smith,Consumer,EE. UU.,FL,33016.0
2373,Mary,Smith,Consumer,EE. UU.,SC,29445.0
10251,Mary,Nguyen,Consumer,EE. UU.,DC,20002.0
9928,Mary,Smith,Consumer,EE. UU.,IL,60506.0
7951,Amy,Salazar,Consumer,EE. UU.,IL,60618.0
12051,Ethan,Cox,Consumer,EE. UU.,CA,95008.0
11516,Kevin,Smith,Consumer,EE. UU.,IL,60188.0
349,Aaron,Berger,Consumer,EE. UU.,MO,63031.0
12368,Alice,Smith,Consumer,EE. UU.,CA,93702.0
3525,Joseph,Flores,Consumer,EE. UU.,OH,44105.0
871,Deborah,Smith,Consumer,EE. UU.,TX,79109.0
8770,Mary,Smith,Consumer,EE. UU.,PA,19382.0
7979,Mary,Smith,Consumer,EE. UU.,TX,79907.0
11756,Linda,Long,Consumer,EE. UU.,CO,80631.0
12299,Randy,Smith,Consumer,EE. UU.,IL,60660.0
1670,Keith,Callahan,Consumer,EE. UU.,LA,70570.0
11385,Mary,Stewart,Consumer,EE. UU.,WV,26003.0
12189,Judith,Hicks,Consumer,EE. UU.,MI,48103.0
11459,Mary,Smith,Consumer,EE. UU.,CA,92703.0
3947,Mary,Blake,Consumer,EE. UU.,KS,67212.0
9559,Austin,Smith,Consumer,EE. UU.,TX,75211.0
9454,Mary,Carson,Consumer,EE. UU.,CA,90813.0
12362,Mary,Smith,Consumer,EE. UU.,AZ,85705.0
7719,Dorothy,Smith,Consumer,EE. UU.,CA,95008.0
7902,Mary,Smith,Consumer,EE. UU.,TX,79927.0
7787,Robert,Christensen,Consumer,EE. UU.,CA,92346.0
10222,Mark,Reyes,Consumer,EE. UU.,FL,33068.0
6393,Mary,Smith,Consumer,EE. UU.,NC,27834.0
6585,Andrew,Turner,Consumer,EE. UU.,CA,92129.0
5227,Madison,Mcfarland,Consumer,EE. UU.,DE,19720.0
1511,Julia,Stewart,Consumer,EE. UU.,KS,67212.0
10505,Eugene,Wu,Consumer,EE. UU.,CA,90201.0
1283,Ashley,White,Consumer,EE. UU.,CA,90250.0
4568,Mary,Hodge,Consumer,EE. UU.,NY,14215.0
1483,Olivia,Smith,Consumer,EE. UU.,GA,30066.0
2675,Michael,Reynolds,Consumer,EE. UU.,CA,92804.0
7383,Catherine,Washington,Consumer,EE. UU.,IL,60504.0
606,Mary,Smith,Consumer,EE. UU.,DE,19702.0
10682,Phillip,Smith,Consumer,EE. UU.,OR,97301.0
4292,Sean,Smith,Consumer,EE. UU.,MI,48126.0
10023,Victoria,Knight,Consumer,EE. UU.,NJ,7105.0
4930,Mary,Preston,Consumer,EE. UU.,CA,94558.0
9396,Jacqueline,Smith,Consumer,EE. UU.,CA,93905.0
12284,Mary,Smith,Consumer,EE. UU.,CT,6511.0
11037,Mary,Perry,Consumer,EE. UU.,CA,95616.0
11833,Mary,Weaver,Consumer,EE. UU.,OH,44136.0
2939,Kyle,Santiago,Consumer,EE. UU.,PA,19067.0
11903,Ann,Werner,Consumer,EE. UU.,IL,60402.0
11425,Kathy,Norman,Consumer,EE. UU.,MI,48238.0
8171,Benjamin,Cole,Consumer,EE. UU.,CA,92592.0
3407,Nancy,Myers,Consumer,EE. UU.,CA,93611.0
1620,Stephen,Horton,Consumer,EE. UU.,WI,53511.0
10701,Amanda,Smith,Consumer,EE. UU.,CA,90262.0
7236,Mary,Smith,Consumer,EE. UU.,MO,65203.0
1320,Mary,Bishop,Consumer,EE. UU.,CA,90011.0
10279,David,Smith,Consumer,EE. UU.,CA,92691.0
6003,Mary,Smith,Consumer,EE. UU.,NC,28601.0
4538,Matthew,Smith,Consumer,EE. UU.,OH,43701.0
11626,Debra,Bradshaw,Consumer,EE. UU.,GA,30067.0
3762,Juan,Smith,Consumer,EE. UU.,NJ,7093.0
11656,Mary,Wyatt,Consumer,EE. UU.,CO,80012.0
11131,Mary,Smith,Consumer,EE. UU.,NY,11209.0
4491,Mary,Banks,Consumer,EE. UU.,NY,11373.0
836,Mary,Anderson,Consumer,EE. UU.,MI,48126.0
3761,Mary,Christian,Consumer,EE. UU.,CA,94541.0
9152,Mary,Martinez,Consumer,EE. UU.,UT,84120.0
1381,Doris,Sanchez,Consumer,EE. UU.,CA,95008.0
8872,Mary,Garcia,Consumer,EE. UU.,OR,97223.0
7382,Dorothy,Smith,Consumer,EE. UU.,IL,60624.0
1466,Stephen,Cole,Consumer,EE. UU.,NC,28645.0
10268,Amy,Washington,Consumer,EE. UU.,TN,37130.0
10466,Mary,Smith,Consumer,EE. UU.,CA,92025.0
773,Dylan,Horton,Consumer,EE. UU.,MN,55112.0
7379,David,Mullins,Consumer,EE. UU.,LA,70072.0
12041,Gary,Oneal,Consumer,EE. UU.,MO,63033.0
4572,Crystal,Lucero,Consumer,EE. UU.,NY,11201.0
8097,Marie,Martin,Consumer,EE. UU.,WI,53081.0
7600,Mary,Tucker,Consumer,EE. UU.,CA,91745.0
10239,Doris,Smith,Consumer,EE. UU.,CA,92504.0
1155,Virginia,Miller,Consumer,EE. UU.,CO,80631.0
1400,Aaron,Davis,Consumer,EE. UU.,FL,33068.0
856,Dennis,Ramos,Consumer,EE. UU.,CA,92708.0
10364,Mary,Simon,Consumer,EE. UU.,CA,90046.0
3678,Alice,Castro,Consumer,EE. UU.,NY,11226.0
11275,Kyle,Wheeler,Consumer,EE. UU.,NY,14580.0
4876,Harry,Smith,Consumer,EE. UU.,VA,23456.0
9849,Mary,Smith,Consumer,EE. UU.,TX,75228.0
6516,Angela,Smith,Consumer,EE. UU.,NM,88005.0
254,Diana,Hale,Consumer,EE. UU.,TX,78223.0
8375,John,Smith,Consumer,EE. UU.,PA,19120.0
8448,Deborah,Brown,Consumer,EE. UU.,NY,10009.0
2681,Mary,Smith,Consumer,EE. UU.,GA,30096.0
6798,Maria,Harvey,Consumer,EE. UU.,MD,20878.0
11552,Mary,Smith,Consumer,EE. UU.,FL,32825.0
3664,Mary,Smith,Consumer,EE. UU.,VA,23455.0
2515,Susan,Smith,Consumer,EE. UU.,FL,32703.0
9786,Mary,Harrison,Consumer,EE. UU.,UT,84118.0
12403,Richard,Ferguson,Consumer,EE. UU.,CA,90630.0
11862,Mary,Smith,Consumer,EE. UU.,FL,33549.0
11765,Steven,Smith,Consumer,EE. UU.,CA,91733.0
1876,Austin,Smith,Consumer,EE. UU.,KS,67401.0
1078,Nancy,Smith,Consumer,EE. UU.,CA,90044.0
2696,Ashley,Smith,Consumer,EE. UU.,TN,38128.0
9650,Mary,Douglas,Consumer,EE. UU.,VA,23666.0
914,Jacob,Martinez,Consumer,EE. UU.,NY,10458.0
10760,Mary,Lang,Consumer,EE. UU.,OR,97045.0
8250,Emma,Smith,Consumer,EE. UU.,NV,89108.0
1689,Thomas,Smith,Consumer,EE. UU.,NY,12180.0
755,Mary,Mayo,Consumer,EE. UU.,AZ,85705.0
1854,Lauren,Mcguire,Consumer,EE. UU.,CA,95630.0
6285,Mary,Garcia,Consumer,EE. UU.,NY,11201.0
4937,Mary,Rogers,Consumer,EE. UU.,CA,91706.0
9570,William,Sampson,Consumer,EE. UU.,TX,77084.0
9823,Mary,Camacho,Consumer,EE. UU.,UT,84404.0
1022,Mary,Smith,Consumer,EE. UU.,UT,84404.0
4212,Robert,Mendez,Consumer,EE. UU.,CA,93722.0
1492,Gerald,Patel,Consumer,EE. UU.,CA,90640.0
1091,Mary,Smith,Consumer,EE. UU.,AZ,85705.0
8342,Betty,Smith,Consumer,EE. UU.,CA,92243.0
5383,Mary,Frye,Consumer,EE. UU.,NY,10312.0
11175,Mary,Jones,Consumer,EE. UU.,AZ,85033.0
7482,Mary,Smith,Consumer,EE. UU.,VA,22554.0
6737,Joyce,Smith,Consumer,EE. UU.,CA,92557.0
7947,Mary,Andrews,Consumer,EE. UU.,TX,75080.0
6095,Mary,Smith,Consumer,EE. UU.,MA,2151.0
2962,Amy,Smith,Consumer,EE. UU.,NY,11372.0
2787,Mary,Smith,Consumer,EE. UU.,IL,60630.0
327,Mary,Smith,Consumer,EE. UU.,TX,75007.0
10310,Virginia,Le,Consumer,EE. UU.,TX,78501.0
11544,Diane,Perez,Consumer,EE. UU.,AZ,85224.0
7133,Kathy,Smith,Consumer,EE. UU.,MN,55112.0
4556,Mary,Jackson,Consumer,EE. UU.,MI,48234.0
12296,Anna,Smith,Consumer,EE. UU.,FL,32822.0
1174,Douglas,Smith,Consumer,EE. UU.,TN,38109.0
6423,Dylan,Smith,Consumer,EE. UU.,CA,92104.0
4017,James,Goodwin,Consumer,EE. UU.,MO,63031.0
6649,Mary,Smith,Consumer,EE. UU.,MI,48234.0
4169,Mary,Palmer,Consumer,EE. UU.,IL,60120.0
1565,Denise,Smith,Consumer,EE. UU.,CA,95008.0
6279,Gary,Lewis,Consumer,EE. UU.,FL,33176.0
10020,Mary,Wall,Consumer,EE. UU.,AZ,85035.0
1298,Susan,Fuller,Consumer,EE. UU.,CA,95125.0
613,Emma,Smith,Consumer,EE. UU.,NY,11420.0
2585,Kyle,Rice,Consumer,EE. UU.,NY,11210.0
11778,Mary,Smith,Consumer,EE. UU.,CA,92129.0
7180,Mary,Walton,Consumer,EE. UU.,CA,91331.0
5242,Cheryl,Wang,Consumer,EE. UU.,PA,19144.0
2959,Ronald,Smith,Consumer,EE. UU.,IL,60608.0
987,Cheryl,Smith,Consumer,EE. UU.,NM,87111.0
7625,Frances,Smith,Consumer,EE. UU.,MI,48238.0
11567,Mary,Walker,Consumer,EE. UU.,CA,91977.0
8056,John,Logan,Consumer,EE. UU.,TX,78577.0
8616,Nicholas,Klein,Consumer,EE. UU.,CA,92504.0
7925,William,Smith,Consumer,EE. UU.,TX,77072.0
1482,Mary,Greene,Consumer,EE. UU.,CA,90037.0
11177,Mary,Cowan,Consumer,EE. UU.,NJ,7470.0
4976,Mary,Smith,Consumer,EE. UU.,CT,6460.0
12120,Pamela,Smith,Consumer,EE. UU.,FL,33065.0
6288,Catherine,Johnson,Consumer,EE. UU.,MI,48221.0
1300,Hannah,Hawkins,Consumer,EE. UU.,TX,78572.0
733,Alice,Sellers,Consumer,EE. UU.,TX,79109.0
2957,Eugene,Leach,Consumer,EE. UU.,WA,98037.0
10357,Elizabeth,Smith,Consumer,EE. UU.,WI,53215.0
1014,Mary,Maxwell,Consumer,EE. UU.,NY,11435.0
6009,Mary,Smith,Consumer,EE. UU.,UT,84119.0
11589,Mary,Anderson,Consumer,EE. UU.,WA,98031.0
8734,Harry,Chambers,Consumer,EE. UU.,NY,11385.0
5297,Mary,Smith,Consumer,EE. UU.,CA,92115.0
590,Paul,Black,Consumer,EE. UU.,ID,83642.0
8723,John,Ryan,Consumer,EE. UU.,DC,20002.0
4147,Karen,Gillespie,Consumer,EE. UU.,MA,2124.0
7725,Mary,Reid,Consumer,EE. UU.,SC,29223.0
3101,George,Reyes,Consumer,EE. UU.,CA,92692.0
12115,Lawrence,Smith,Consumer,EE. UU.,TX,78572.0
5403,Mary,Smith,Consumer,EE. UU.,OH,43207.0
9126,Philip,Anderson,Consumer,EE. UU.,GA,30318.0
10371,Joseph,Smith,Consumer,EE. UU.,IL,60056.0
9576,Hannah,Pena,Consumer,EE. UU.,CA,95014.0
5196,Mary,Smith,Consumer,EE. UU.,CA,94080.0
7713,Mary,Cruz,Consumer,EE. UU.,IL,60632.0
2724,Dorothy,Smith,Consumer,EE. UU.,CA,90004.0
9687,Mary,Mccormick,Consumer,EE. UU.,FL,33161.0
449,Mary,Smith,Consumer,EE. UU.,OH,43228.0
1215,Joe,Hart,Consumer,EE. UU.,NV,89123.0
3674,Amy,Torres,Consumer,EE. UU.,CA,92020.0
691,Mary,Terrell,Consumer,EE. UU.,VA,22554.0
6626,Mary,Franklin,Consumer,EE. UU.,CA,91761.0
226,Rose,Sanders,Consumer,EE. UU.,CA,93030.0
6281,Eugene,Calderon,Consumer,EE. UU.,SC,29720.0
3748,Brenda,Smith,Consumer,EE. UU.,CA,92630.0
11238,Mary,Casey,Consumer,EE. UU.,TN,37075.0
4852,Joshua,Smith,Consumer,EE. UU.,MI,48203.0
1499,Mary,Smith,Consumer,EE. UU.,FL,33313.0
6,Mary,Smith,Consumer,EE. UU.,NJ,7055.0
384,Mildred,Cunningham,Consumer,EE. UU.,NV,89119.0
3313,Mary,Ortiz,Consumer,EE. UU.,MO,63021.0
9443,Karen,Fox,Consumer,EE. UU.,CA,92843.0
1317,Robert,Smith,Consumer,EE. UU.,CA,92630.0
11764,Mary,Barnes,Consumer,EE. UU.,CA,93063.0
4326,Mary,Ferguson,Consumer,EE. UU.,CA,92504.0
2389,Mary,Smith,Consumer,EE. UU.,TN,38111.0
7650,Mary,Smith,Consumer,EE. UU.,NJ,7470.0
1980,Mary,Smith,Consumer,EE. UU.,UT,84015.0
2821,Mary,Williams,Consumer,EE. UU.,CA,92703.0
